SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
534976,VMART       ,A ,Q,2567.00,2614.70,2535.00,2554.00,2572.00,2557.05,58,135,345332.00,
535204,MUKTA       ,X ,Q,10.64,10.64,10.64,10.64,10.64,11.20,2,16,170.00,
535205,MYSTICELE   ,X ,Q,3.31,3.31,3.31,3.31,3.31,3.31,3,346,1145.00,
535267,COM FINCAP  ,X ,Q,13.80,13.80,13.66,13.73,13.74,13.72,68,16400,224892.00,
535276,SBISENSEX   ,B ,Q,415.00,421.00,405.20,405.95,405.95,406.99,44,1412,574646.00,
535322,REPCO HOME  ,A ,Q,448.70,448.75,434.00,438.25,438.80,447.30,551,18194,7988305.00,
535458,NRB IND BEA ,B ,Q,21.00,23.90,21.00,22.60,21.55,20.40,74,7323,168162.00,
535467,AIFL        ,T ,Q,11.70,12.19,11.60,11.99,11.99,12.10,30,3294,38677.00,
535566,KIFS FSL    ,X ,Q,65.00,65.00,64.95,64.95,64.95,64.90,2,10,649.00,
535601,SREELEATHER ,B ,Q,220.00,223.90,220.00,220.05,223.90,215.15,5,106,23323.00,
535602,SHARDA MOTOR,B ,Q,1500.00,1502.00,1489.95,1490.00,1489.95,1479.50,12,60,89795.00,
535620,BINNY MILLS ,X ,Q,69.55,69.55,63.35,68.45,64.00,66.25,18,1263,87556.00,
535621,SV GLOBAL   ,X ,Q,66.80,68.70,59.20,66.70,68.70,63.75,30,3285,209286.00,
535648,JUSTDIAL    ,A ,Q,585.20,597.80,584.30,593.05,593.05,582.15,2330,146690,86762517.00,
535657,OONE        ,X ,Q,2.89,2.89,2.89,2.89,2.89,3.04,1,50,144.00,
535658,PAWANSUT    ,XT,Q,1.63,1.63,1.63,1.63,1.63,1.66,2,11,17.00,
535693,BRAHM INFRA ,X ,Q,25.20,25.20,25.20,25.20,25.20,24.00,1,18,453.00,
535694,EDSL        ,X ,Q,0.38,0.38,0.38,0.38,0.38,0.38,13,43598,16567.00,
535754,ORIENT CEM  ,A ,Q,98.90,98.90,92.50,95.45,95.50,93.45,147,20399,1941808.00,
535755,ABFRL       ,A ,Q,221.10,224.10,220.30,222.30,222.10,222.10,528,23927,5319953.00,
535789,IBUL HSG FIN,A ,Q,833.00,849.75,827.05,845.85,845.85,824.45,10749,532012,445776309.00,
536128,VKJINFRA    ,XT,Q,0.50,0.50,0.50,0.50,0.50,0.48,23,98327,49163.00,
536170,KUSHAL      ,T ,Q,23.05,23.05,23.05,23.05,23.05,24.25,55,16350,376867.00,
536264,TIGER LOGS  ,X ,Q,115.00,118.35,112.10,113.65,113.50,114.05,150,6984,806604.00,
536493,JKAGRI GEN  ,X ,Q,820.00,831.95,792.00,797.80,800.00,819.85,49,559,450860.00,
536507,FUTLIF FAS  ,A ,Q,477.75,488.00,477.75,484.10,485.00,481.75,94,1292,625781.00,
536659,PVVINFRA    ,XT,Q,24.90,25.05,24.65,24.85,24.90,23.90,64,20335,505950.00,
536672,VCU DATA    ,T ,Q,8.50,8.50,8.50,8.50,8.50,8.40,2,10,85.00,
536709,INDRENEW    ,X ,Q,21.10,23.90,21.10,23.70,23.70,22.55,25,5258,119211.00,
536751,FIVEXTRADE  ,X ,Q,0.36,0.36,0.35,0.35,0.35,0.36,5,4360,1539.00,
536773,JIN POLY INV,T ,Q,34.25,34.85,34.25,34.85,34.85,34.80,4,208,7128.00,
536960,M100        ,B ,Q,18.95,18.95,18.95,18.95,18.95,18.95,1,67,1269.00,
536965,BP CAPITAL  ,XT,Q,14.03,14.03,14.03,14.03,14.03,14.76,1,1000,14030.00,
536974,CAPTAIN POLY,X ,Q,25.85,25.95,24.60,25.30,24.60,25.95,65,22690,583753.00,
537007,ICICINIFTY  ,B ,Q,120.00,121.00,119.35,119.79,119.84,120.60,166,4728,565718.00,
537069,ARNOLD HOLD ,X ,Q,8.30,8.50,8.25,8.48,8.50,8.24,29,57185,482870.00,
537092,MODEX INT   ,X ,Q,42.15,55.20,42.15,55.15,55.15,51.15,4,227,9731.00,
537253,SUNIL HEALTH,X ,Q,34.00,36.00,33.50,36.00,36.00,36.00,8,220,7795.00,
537254,RCI IND     ,X ,Q,104.10,106.50,102.55,104.50,103.85,102.75,159,30976,3233759.00,
537259,SUYOG TELE  ,X ,Q,385.00,389.00,365.00,381.05,380.00,395.00,54,1730,650906.00,
537291,NATH BIOGEN ,B ,Q,470.30,474.20,463.00,467.70,466.90,470.55,49,908,425567.00,
537292,AGRI TECH   ,B ,Q,63.70,67.00,61.00,62.70,63.50,64.25,66,4013,251070.00,
537524,VIAANINDUS  ,XT,Q,8.28,8.28,8.00,8.00,8.00,8.28,64,17120,137554.00,
537536,DENIS CHEM  ,X ,Q,71.50,75.00,70.20,74.30,75.00,73.30,29,1580,116634.00,
537708,KOTAKNIFTY  ,B ,Q,119.20,119.32,118.89,118.89,118.89,119.26,12,476,56671.00,
537750,KIRAN VYPAR ,X ,Q,103.25,105.15,101.00,101.90,101.90,103.25,49,4956,507721.00,
537766,BCP LTD     ,B ,Q,38.60,39.40,38.40,38.55,38.55,38.20,425,898297,34781957.00,
537800,MANGALAM IND,X ,Q,0.35,0.36,0.35,0.36,0.36,0.33,13,7145,2552.00,
537820,VFL         ,B ,Q,0.96,0.96,0.90,0.96,0.96,0.92,46,111815,107336.00,
537839,PHOENIX TN  ,X ,Q,14.99,14.99,14.99,14.99,14.99,14.98,1,4,59.00,
537840,RAUNAQEPC   ,XT,Q,72.60,73.50,70.55,73.50,73.50,70.00,4,101,7228.00,
538019,OBI LTD     ,X ,Q,22.70,23.95,22.55,23.95,23.95,22.85,133,26584,623501.00,
538057,CPSE ETF    ,B ,Q,27.00,27.19,26.95,27.10,27.10,27.00,594,1197933,32459590.00,
538092,JOONKTOLLEE ,X ,Q,133.00,139.95,133.00,139.95,139.95,140.00,3,124,16596.00,
538128,WOMENS NEXT ,M ,Q,6.20,6.20,5.90,6.00,6.00,5.93,20,40000,240160.00,
538180,GOLD LINE   ,X ,Q,5.33,5.33,5.33,5.33,5.33,5.33,1,2,10.00,
538268,WONDERLA    ,B ,Q,308.10,320.00,308.10,317.20,319.90,305.60,55,866,273338.00,
538319,GCM CAPI    ,M ,Q,1.36,1.49,1.35,1.49,1.49,1.50,5,7000,9600.00,
538365,ADHUNIKIND  ,B ,Q,58.55,60.00,57.55,59.15,60.00,57.85,61,8378,490796.00,
538401,MAESTROS ELE,XT,Q,47.90,47.90,47.90,47.90,47.90,45.65,1,50,2395.00,
538422,JACKSON     ,XT,Q,0.22,0.24,0.22,0.23,0.24,0.23,40,545003,120099.00,
538423,ALPS MOTOR  ,XT,Q,1.37,1.37,1.37,1.37,1.37,1.35,95,126471,173265.00,
538432,DIVINUS     ,XT,Q,20.50,20.50,20.50,20.50,20.50,20.00,433,10664,218612.00,
538433,CLASSIC     ,X ,Q,0.20,0.20,0.19,0.20,0.20,0.20,6,2552,507.00,
538476,CTL         ,X ,Q,4.00,4.55,3.71,3.95,3.95,3.81,26,5092,20245.00,
538496,TARINI      ,M ,Q,11.79,11.80,11.79,11.80,11.80,10.75,2,6000,70770.00,
538521,CROWNTOURS  ,X ,Q,19.05,23.70,19.05,23.60,23.60,23.50,46,23101,536619.00,
538539,JTAPARIA    ,X ,Q,0.31,0.31,0.31,0.31,0.31,0.31,2,200,62.00,
538562,SKIPPER     ,B ,Q,66.00,66.05,63.45,65.60,65.60,65.95,144,5416,352028.00,
538564,JAMESWARREN ,X ,Q,115.00,115.00,112.00,112.00,112.00,115.00,10,170,19136.00,
538565,VISTARAMAR  ,XT,Q,23.95,26.40,23.95,26.40,26.40,25.20,3,110,2867.00,
538566,APOLLOTRI   ,X ,Q,173.00,176.75,170.20,175.10,175.00,173.90,119,34170,5966195.00,
538567,GULFOIL LUB ,B ,Q,875.00,884.85,875.00,875.55,875.00,873.55,25,96,84227.00,
538596,QUANTBUILD  ,XT,Q,8.61,8.61,8.61,8.61,8.61,8.78,2,932,8024.00,
538607,TOYAMIND    ,X ,Q,4.84,5.20,4.73,5.16,5.16,4.72,939,3874399,19556856.00,
538634,VRL         ,X ,Q,36.15,37.45,35.25,36.50,36.50,36.90,9,1239,44246.00,
538635,SNOWMAN     ,B ,Q,33.70,34.20,33.55,34.10,34.10,33.70,148,25046,849022.00,
538653,EML         ,XT,Q,1.97,1.97,1.97,1.97,1.97,2.01,8,1276,2513.00,
538666,SHARDACROP  ,A ,Q,386.70,408.45,386.70,397.60,408.45,394.10,49,828,326947.00,
538668,NAYSAA      ,M ,Q,29.00,31.00,29.00,31.00,31.00,26.60,3,12000,360000.00,
538683,RELSENSEX   ,B ,Q,406.71,406.71,406.71,406.71,406.71,407.58,1,25,10167.00,
538685,SHEMAROO    ,B ,Q,400.00,406.05,400.00,406.00,406.00,388.65,31,212,85960.00,
538706,ULTRACAB    ,X ,Q,51.00,52.00,51.00,52.00,52.00,50.95,242,7096,365863.00,
538708,ETIL        ,X ,Q,7.61,8.40,7.61,8.39,8.39,8.00,14,10028,80014.00,
538713,ATISHAY     ,B ,Q,68.00,68.00,67.00,67.00,67.00,68.00,5,83,5604.00,
538715,DHABRIYA    ,B ,Q,70.05,70.05,70.05,70.05,70.05,73.05,3,133,9316.00,
538734,CEINSYSTECH ,T ,Q,107.00,109.50,107.00,109.50,109.50,106.15,2,212,22964.00,
538765,JSHL        ,M ,Q,9.41,10.10,9.41,10.10,10.10,9.90,5,25000,243550.00,
538770,CRANE INFRA ,X ,Q,11.59,11.59,11.59,11.59,11.59,12.20,1,100,1159.00,
538772,NIYOGIN     ,B ,Q,86.70,90.65,86.40,90.65,90.65,90.90,23,1021,89745.00,
538778,AKASHDEEP   ,XT,Q,47.00,47.00,47.00,47.00,47.00,45.45,1,10,470.00,
538787,GBFL        ,X ,Q,0.80,0.80,0.80,0.80,0.80,0.80,2,200,160.00,
538812,AANCHALISP  ,B ,Q,10.90,11.60,9.41,11.59,11.59,10.94,104,219842,2430340.00,
538834,MEL         ,XT,Q,6.74,6.74,6.74,6.74,6.74,6.61,20,2290,15434.00,
538835,INTELLECT   ,A ,Q,224.00,227.90,222.00,225.40,224.20,225.90,348,13166,2957086.00,
538836,MONTECARLO  ,B ,Q,343.00,343.85,340.00,340.35,340.00,346.40,131,2496,851317.00,
538837,JSTL        ,X ,Q,28.85,31.10,28.85,30.90,30.90,31.15,11,350,10435.00,
538838,ICL         ,XT,Q,14.45,14.45,14.45,14.45,14.45,15.20,4,494,7138.00,
538858,CAMSONBIO   ,XT,Q,7.54,7.54,6.93,7.50,7.50,7.20,12,1052,7602.00,
538860,PANAFIC     ,X ,Q,0.47,0.48,0.47,0.48,0.48,0.48,5,13000,6239.00,
538874,NEXUSCOMMO  ,XT,Q,13.45,13.45,13.45,13.45,13.45,13.45,1,2,26.00,
538882, EMERALD    ,X ,Q,10.96,10.96,9.95,10.58,10.14,10.44,20,3082,32852.00,
538890,MKEXIM      ,XT,Q,12.68,12.68,12.68,12.68,12.68,12.93,1,2,25.00,
538891,MCLOUD      ,X ,Q,26.35,26.90,26.25,26.70,26.65,26.55,420,69007,1833455.00,
538896,KANCHI      ,XT,Q,339.00,341.80,337.00,338.65,341.75,345.40,52,1821,618344.00,
538902,DHUN TEAIND ,B ,Q,216.50,218.80,216.50,218.80,218.80,222.00,2,8,1741.00,
538922,COSYN       ,X ,Q,39.35,40.80,37.00,37.50,37.95,39.35,71,5839,220363.00,
538961,GENUSPAPER  ,B ,Q,7.25,7.39,7.05,7.33,7.35,7.25,50,9685,70561.00,
538962,MINDACORP   ,B ,Q,132.35,133.00,129.80,130.30,131.00,131.40,90,4014,524011.00,
538964,MERCURYLAB  ,XT,Q,321.00,321.00,321.00,321.00,321.00,330.75,2,98,31458.00,
538965,CONCORD     ,XT,Q,22.50,22.95,22.00,22.95,22.95,22.90,6,903,20118.00,
538987,TALBROSENG  ,X ,Q,150.00,150.00,143.20,145.50,145.50,144.75,32,693,100488.00,
538993,PUROHITCON  ,XT,Q,6.73,6.73,6.73,6.73,6.73,6.41,2,1100,7403.00,
539006,PTCIL       ,X ,Q,391.10,424.50,391.10,424.50,424.50,424.50,5,30,12566.00,
539009,GBLIL       ,X ,Q,15.95,15.95,15.95,15.95,15.95,16.25,1,2,31.00,
539015,ORTEL       ,T ,Q,3.86,3.90,3.86,3.90,3.90,3.83,5,4100,15830.00,
539017,ASHFL       ,B ,Q,56.05,60.90,56.05,60.90,60.90,61.90,3,118,6710.00,
539018,BEEKAY      ,X ,Q,347.95,347.95,328.00,335.05,335.00,326.85,15,755,249877.00,
539031,SETFBSE100  ,B ,Q,120.50,123.00,120.02,121.00,121.00,120.91,17,1248,151197.00,
539040,TTIL        ,XT,Q,2.24,2.24,2.13,2.20,2.24,2.24,8,250,553.00,
539042,AGIIL       ,T ,Q,59.00,61.95,58.40,58.50,61.95,61.45,11,519,30461.00,
539043,BKMINDST    ,T ,Q,4.58,4.58,4.57,4.58,4.58,4.80,5,359,1643.00,
539044,MANAKSTELTD ,B ,Q,20.20,20.90,19.65,20.90,20.90,21.00,6,400,8250.00,
539045,MNKALCOLTD  ,B ,Q,7.00,7.14,7.00,7.14,7.14,7.39,4,615,4384.00,
539046,MNKCMILTD   ,B ,Q,6.00,6.50,5.71,6.15,6.15,5.50,27,5770,35598.00,
539056,ADLABS      ,B ,Q,8.85,9.38,8.85,9.24,9.35,9.05,174,71245,651048.00,
539083,INOXWIND    ,A ,Q,69.00,69.10,67.85,67.95,67.95,68.25,43,1760,119911.00,
539090,RAJPUTANA   ,XT,Q,12.28,12.28,11.21,11.21,11.21,11.70,2,310,3796.00,
539110,NORTHLINK   ,XT,Q,30.40,30.40,30.40,30.40,30.40,32.00,1,1,30.00,
539113,PML         ,X ,Q,1951.90,1952.00,1870.05,1939.95,1939.95,1888.70,12,21,40522.00,
539118,VRLLOG      ,B ,Q,268.15,268.95,265.45,267.30,265.45,268.25,58,1020,273075.00,
539122,BODHTREE    ,X ,Q,42.80,42.80,38.00,38.05,38.00,39.50,40,5086,195908.00,
539126,MEP         ,B ,Q,41.95,43.35,41.40,41.85,41.90,42.90,171,27371,1158960.00,
539131,CLLIMITED   ,X ,Q,3.66,3.66,3.66,3.66,3.66,3.66,2,300,1098.00,
539132,VEGETABLE   ,X ,Q,4.20,4.22,4.10,4.12,4.12,4.17,30,13998,58171.00,
539141,UFO         ,B ,Q,229.00,233.85,226.10,229.70,227.30,231.45,36,1024,234992.00,
539148,SHIVALIK    ,X ,Q,304.00,309.90,284.00,304.90,303.00,303.25,200,13939,4131151.00,
539150,PNCINFRA    ,A ,Q,147.55,149.60,147.50,148.30,148.50,151.00,32,1649,244565.00,
539151,ARFIN       ,X ,Q,189.80,189.80,175.00,183.95,184.00,176.20,29,1884,335108.00,
539169,FUNNY       ,T ,Q,0.71,0.71,0.71,0.71,0.71,0.71,1,200,142.00,
539176,HAWAENG     ,XT,Q,32.75,35.75,32.70,35.75,35.75,34.25,20,1255,41084.00,
539177,AIIL        ,X ,Q,26.00,26.00,26.00,26.00,26.00,27.30,5,1335,34710.00,
539195,POEL        ,X ,Q,36.10,38.75,36.10,36.20,36.20,39.35,16,1084,39473.00,
539196,AEL         ,X ,Q,11.60,11.79,11.30,11.35,11.79,11.43,16,8060,92012.00,
539197,DEVHARI     ,X ,Q,3.90,3.90,3.90,3.90,3.90,4.09,1,1000,3900.00,
539201,SATIA       ,X ,Q,680.00,680.10,668.00,669.80,669.80,676.70,48,7156,4808723.00,
539207,MANPASAND   ,A ,Q,114.95,116.20,113.00,114.10,114.10,114.20,434,36574,4182973.00,
539219,MUL         ,X ,Q,250.00,250.00,240.00,247.50,248.90,247.95,90,4843,1193295.00,
539221,SPORTKING   ,XT,Q,527.95,527.95,490.00,490.30,521.95,505.00,6,111,54801.00,
539223,AMBITION    ,T ,Q,20.90,20.90,20.00,20.00,20.00,20.00,3,187,3742.00,
539225,JIYAECO     ,B ,Q,58.45,59.25,56.50,57.35,57.35,57.90,714,194360,11189790.00,
539226,RUDRA       ,T ,Q,94.05,94.05,94.05,94.05,94.05,99.00,6,163,15330.00,
539228,GGPL        ,B ,Q,65.25,65.25,65.20,65.20,65.20,65.25,16,806,52589.00,
539229,MRSS        ,M ,Q,35.00,35.00,34.60,34.60,34.60,34.60,2,1200,41760.00,
539235,GPL         ,X ,Q,282.00,282.00,282.00,282.00,282.00,271.95,3,84,23688.00,
539251,BALKRISHNA  ,B ,Q,39.30,40.95,39.00,39.20,39.15,40.50,19,1465,57420.00,
539252,SCFL        ,B ,Q,6.69,6.69,5.91,6.00,6.00,6.33,6,1225,7327.00,
539254,ADANITRANS  ,A ,Q,215.05,220.50,214.75,217.45,217.45,216.65,123,4827,1049225.00,
539268,SYNGENE     ,A ,Q,575.70,584.85,573.00,577.15,577.00,574.25,199,1499,864873.00,
539275,MSL         ,B ,Q,56.05,56.05,55.00,55.00,55.00,54.50,3,111,6196.00,
539276,KAYA        ,B ,Q,702.75,704.10,690.80,695.25,690.80,705.20,33,208,145361.00,
539278,SYMBIOX     ,XT,Q,0.71,0.71,0.71,0.71,0.71,0.71,1,240,170.00,
539287,ORTINLAABS  ,B ,Q,13.62,14.23,13.62,14.23,14.23,14.00,2,1005,13691.00,
539289,MJCO        ,B ,Q,505.00,505.00,495.35,497.25,499.00,502.45,41,786,394659.00,
539290,BINDALAGRO  ,B ,Q,15.05,15.50,15.00,15.50,15.50,15.00,7,1299,19502.00,
539301,ARVSMART    ,B ,Q,128.00,128.00,125.80,126.90,126.20,129.00,42,1429,181229.00,
539302,POWERMECH   ,B ,Q,960.90,960.90,940.00,955.45,958.80,931.30,6,22,21074.00,
539309,RAMASTEEL   ,B ,Q,123.00,123.00,119.20,119.70,119.20,121.35,13,496,59766.00,
539310,TISL        ,B ,Q,3.20,3.39,3.09,3.22,3.25,3.25,141,969133,3125570.00,
539312,UTISENSETF  ,B ,Q,409.00,409.00,405.00,405.00,405.00,415.00,3,29,11785.00,
539313,UTINIFTETF  ,B ,Q,1245.00,1245.00,1191.00,1191.00,1191.00,1183.00,3,7,8395.00,
539331,VETO        ,B ,Q,68.90,69.10,67.50,67.90,67.50,68.95,58,2536,172671.00,
539332,NAVKARCORP  ,A ,Q,39.45,40.00,38.80,39.50,39.35,39.40,528,49929,1975742.00,
539333,PENPEBS     ,B ,Q,60.00,60.00,58.00,58.50,58.50,58.75,4,140,8182.00,
539334,SHREEPUSHK  ,B ,Q,168.15,169.90,164.75,166.45,166.45,170.10,44,979,163795.00,
539336,GUJGAS      ,A ,Q,153.00,158.40,150.95,156.85,156.85,153.05,794,39322,6098409.00,
539351,PRABHAT     ,B ,Q,77.55,78.90,76.50,78.15,78.90,77.65,73,12112,944170.00,
539353,SWARAJAUTO  ,X ,Q,209.00,211.70,205.00,205.75,205.00,208.50,35,418,87066.00,
539354,POLYSPIN    ,X ,Q,149.95,150.00,140.10,140.10,140.10,144.55,6,710,102744.00,
539359,PRITIKAUTO  ,X ,Q,159.00,159.00,151.50,152.80,151.65,155.10,50,10284,1589627.00,
539363,SKC         ,Z ,Q,22.70,22.70,21.00,22.65,22.10,21.80,6,877,19889.00,
539399,BELLACASA   ,T ,Q,146.00,146.00,134.00,135.40,146.00,139.75,3,17,2302.00,
539404,SATIN       ,B ,Q,374.95,380.00,372.00,372.70,373.00,376.50,60,3589,1341027.00,
539407,GENCON      ,X ,Q,140.20,140.20,135.35,137.80,135.35,139.20,31,4703,650164.00,
539410,WELCON      ,X ,Q,5.54,6.10,5.54,6.10,6.10,5.83,12,6602,39936.00,
539428,TEJNAKSH    ,B ,Q,51.25,54.35,50.50,53.95,54.35,54.50,23,1846,95105.00,
539436,COFFEEDAY   ,A ,Q,275.00,275.45,272.60,273.90,274.00,274.05,89,1954,534970.00,
539437,IDFCFIRSTB  ,A ,Q,54.60,54.85,53.75,54.50,54.50,54.50,1504,861786,46852206.00,
539447,BEARDSELL   ,B ,Q,15.65,15.65,15.10,15.10,15.10,16.15,2,631,9600.00,
539448,INDIGO      ,A ,Q,1390.00,1414.00,1385.00,1402.55,1402.00,1393.05,1895,45940,64428506.00,
539450,SHK         ,B ,Q,156.70,158.90,155.40,157.40,156.05,156.40,257,9015,1414191.00,
539486,GEETANJ     ,XT,Q,1.75,1.75,1.69,1.75,1.75,1.72,11,4401,7663.00,
539516,HDFCNIFETF  ,B ,Q,1199.78,1207.93,1199.78,1207.93,1207.93,1235.00,2,51,61196.00,
539517,SXETF       ,B ,Q,4042.63,4044.62,4039.76,4039.76,4039.76,4123.95,3,9,36379.00,
539518,UDAYJEW     ,X ,Q,53.00,53.00,48.50,50.55,53.00,50.80,5,111,5613.00,
539519,MAYUKH      ,X ,Q,12.40,12.40,12.10,12.25,12.25,12.22,5,17911,219724.00,
539520,SHAILJA     ,X ,Q,21.50,21.90,20.15,20.60,20.20,20.95,91,166685,3501776.00,
539523,ALKEM       ,A ,Q,1749.00,1760.00,1733.80,1754.45,1754.45,1749.45,160,798,1394806.00,
539524,LALPATHLAB  ,A ,Q,1033.15,1036.35,1021.00,1025.00,1021.00,1024.85,118,784,806137.00,
539525,NAVKETAN    ,X ,Q,0.31,0.31,0.29,0.29,0.29,0.30,4,8500,2525.00,
539526,SCTL        ,M ,Q,11.00,11.10,10.70,11.10,11.10,12.10,9,36000,395800.00,
539527,CREATIVE    ,X ,Q,334.25,334.25,334.25,334.25,334.25,351.80,1,1,334.00,
539528,AAYUSH      ,X ,Q,32.10,32.10,32.10,32.10,32.10,32.80,1,1,32.00,
539542,LUXIND      ,A ,Q,1315.20,1351.70,1310.00,1341.40,1349.90,1323.80,153,968,1284209.00,
539545,APOORVA     ,X ,Q,21.85,21.85,21.85,21.85,21.85,22.25,1,1,21.00,
539551,NH          ,B ,Q,219.55,219.55,216.20,216.90,216.50,217.00,32,468,101491.00,
539570,OFSTECH     ,M ,Q,12.16,12.76,12.16,12.65,12.76,12.16,11,105600,1333920.00,
539594,MISHTANN    ,X ,Q,66.95,66.95,66.95,66.95,66.95,68.30,49,2325,155658.00,
539596,DELTA       ,XT,Q,8.00,8.40,8.00,8.40,8.40,8.00,10,1448,11763.00,
539597,JSLHISAR    ,A ,Q,89.35,90.40,88.00,89.15,89.15,89.55,198,14427,1288209.00,
539599,KEL         ,X ,Q,17.45,17.45,16.10,16.70,16.65,17.45,6,803,13234.00,
539636,PRECAM      ,B ,Q,58.20,58.20,57.30,57.40,57.40,59.00,16,935,53924.00,
539637,BVL         ,M ,Q,9.50,9.50,9.50,9.50,9.50,10.10,1,3000,28500.00,
539658,TEAMLEASE   ,A ,Q,2965.30,2969.20,2870.00,2920.95,2871.00,2946.40,51,121,354861.00,
539660,SAHYOGMULT  ,X ,Q,34.05,34.05,34.05,34.05,34.05,33.40,2,3,102.00,
539673,RCL         ,XT,Q,26.00,26.00,26.00,26.00,26.00,25.50,1,1,26.00,
539678,QUICKHEAL   ,B ,Q,222.00,222.50,220.30,220.75,220.75,221.10,96,7654,1692271.00,
539686,KPEL        ,B ,Q,205.00,205.00,200.05,200.05,200.05,210.00,4,31,6350.00,
539692,IFINSER     ,XT,Q,26.85,26.85,26.85,26.85,26.85,28.25,2,50,1342.00,
539725,GOKULAGRO   ,B ,Q,11.83,11.83,11.15,11.27,11.45,11.83,23,2230,25268.00,
539730,FREDUN      ,X ,Q,441.85,444.50,415.00,439.25,444.00,440.55,49,1638,710872.00,
539742,SIMBHALS    ,B ,Q,11.94,11.94,10.55,10.80,10.75,11.45,17,1966,21002.00,
539760,RELICAB     ,M ,Q,40.10,40.10,40.10,40.10,40.10,41.00,1,3000,120300.00,
539770,DARJEELING  ,X ,Q,94.50,94.50,91.50,92.45,91.60,92.15,39,9146,844544.00,
539785,PDMJEPAPER  ,B ,Q,18.00,18.70,18.00,18.70,18.70,18.50,5,775,14377.00,
539787,HCG         ,B ,Q,202.05,202.55,202.05,202.55,202.55,203.20,2,2,404.00,
539798,UMIYA       ,B ,Q,9.78,9.78,9.78,9.78,9.78,9.32,161,2069,20234.00,
539799,BHARATWIRE  ,B ,Q,56.20,56.20,56.20,56.20,56.20,56.70,1,10,562.00,
539800,CHDCHEM     ,M ,Q,23.50,23.70,23.30,23.70,23.70,22.95,6,60000,1408500.00,
539807,INFIBEAM    ,A ,Q,46.00,46.25,44.40,45.00,45.00,45.20,2439,1292623,58311570.00,
539814,RADHEY      ,XT,Q,15.16,15.16,15.13,15.15,15.15,15.11,26,58050,879133.00,
539837,RPEL        ,M ,Q,98.00,98.00,98.00,98.00,98.00,98.00,1,1400,137200.00,
539841,LANCER      ,T ,Q,87.90,87.90,81.25,81.25,81.25,84.00,27,2602,220840.00,
539844,EQUITAS     ,A ,Q,134.10,136.80,132.50,134.00,134.00,134.10,1019,156913,21091387.00,
539854,HALDER      ,XT,Q,40.20,40.20,40.20,40.20,40.20,38.30,1,5,201.00,
539861,SKIL        ,T ,Q,11.79,12.03,10.89,11.01,11.00,11.46,270,223026,2574982.00,
539871,THYROCARE   ,A ,Q,520.00,524.50,518.80,520.60,519.10,520.70,39,361,187969.00,
539872,BAJAJHCARE  ,M ,Q,222.00,222.00,222.00,222.00,222.00,230.00,1,800,177600.00,
539874,UJJIVAN     ,A ,Q,341.30,355.70,339.00,346.85,346.85,337.30,5446,433793,151129088.00,
539876,CROMPTON    ,A ,Q,227.20,235.00,225.25,233.55,233.55,227.05,4141,714280,165009136.00,
539883,PILANIINVS  ,B ,Q,2544.00,2544.00,2425.00,2439.05,2426.00,2499.90,97,2301,5682394.00,
539884,DARSHANORNA ,B ,Q,27.40,27.40,27.40,27.40,27.40,27.95,3,2100,57540.00,
539889,PARAGMILK   ,A ,Q,250.80,251.25,245.40,247.40,247.35,248.60,370,35979,8899153.00,
539917,NAGARFERT   ,B ,Q,6.80,6.99,6.80,6.90,6.90,6.74,81,21173,146343.00,
539938,MIL         ,X ,Q,107.35,107.35,97.70,101.90,100.60,102.80,30,3186,325874.00,
539939,YASHCHEM    ,B ,Q,90.55,92.90,89.60,90.15,90.15,90.45,32,5903,532462.00,
539940,MAXVIL      ,B ,Q,45.05,45.85,45.00,45.10,45.10,45.90,11,232,10473.00,
539945,ICICINV20   ,B ,Q,57.21,57.21,57.21,57.21,57.21,57.58,1,500,28605.00,
539956,TAALENT     ,X ,Q,278.00,280.00,270.00,270.00,270.00,268.80,5,33,8959.00,
539957,MGL         ,A ,Q,1004.00,1029.00,994.50,1005.10,1003.55,999.65,557,10317,10365528.00,
539962,QFSL        ,XT,Q,0.22,0.22,0.22,0.22,0.22,0.21,14,15415,3391.00,
539978,QUESS       ,A ,Q,711.35,717.05,705.25,709.90,713.85,716.00,232,5568,3973290.00,
539979,DIGJAMLTD   ,T ,Q,4.27,4.29,4.01,4.29,4.29,4.09,57,39427,166156.00,
539980,ICICIMCAP   ,B ,Q,67.61,67.61,67.61,67.61,67.61,67.61,1,6,405.00,
539981,MAXINDIA    ,A ,Q,69.45,70.05,69.25,69.75,69.70,69.50,89,5356,373462.00,
539984,HUIL        ,X ,Q,669.30,675.05,669.25,675.05,675.05,704.00,6,50,33522.00,
539985,TITAANIUM   ,M ,Q,9.50,9.50,9.50,9.50,9.50,10.00,1,8000,76000.00,
539992,LLOYDSTEEL  ,B ,Q,0.89,0.90,0.78,0.83,0.83,0.88,675,2625218,2170178.00,
540005,LTI         ,A ,Q,1640.20,1665.00,1640.15,1659.75,1663.00,1650.00,695,30418,50250142.00,
540006,EASTWEST    ,X ,Q,141.80,141.80,135.00,140.75,135.50,141.80,42,4512,632034.00,
540023,COLORCHIPS  ,X ,Q,107.55,108.00,107.45,107.90,108.00,107.25,29,9501,1023985.00,
