SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500710,AKZOINDIA   ,A ,Q,1787.50,1791.70,1761.00,1772.45,1761.10,1772.95,59,153,271631.00,
500730,NOCIL LTD   ,A ,Q,143.00,144.55,140.20,141.45,141.45,142.05,937,81825,11588540.00,
500770,TATA CHEM.  ,A ,Q,613.90,613.90,602.55,604.50,604.50,610.75,891,54206,32990113.00,
500777,T.P.L.      ,B ,Q,35.10,35.25,34.10,34.20,34.10,34.35,73,7861,272507.00,
500780,ZUARIGLOB   ,B ,Q,110.20,110.45,108.25,108.25,108.25,108.45,14,510,56156.00,
500790,NESTLE (I)  ,A ,Q,10793.60,10882.30,10705.10,10761.55,10761.55,10808.40,487,1186,12789170.00,
500800,TATAGLOBAL  ,A ,Q,207.05,215.00,207.05,214.60,214.60,208.40,1938,388928,82554777.00,
500820,ASIAN PAINTS,A ,Q,1411.45,1431.60,1409.65,1422.65,1422.65,1412.45,3071,63471,90292306.00,
500825,BRITANIA IND,A ,Q,2959.00,2977.15,2945.00,2951.35,2951.00,2958.60,925,39663,117127239.00,
500830,COLGATE PALM,A ,Q,1212.00,1237.80,1208.20,1231.65,1231.65,1216.85,983,23868,29170212.00,
500840,EIH LTD.    ,A ,Q,190.05,192.60,188.60,191.70,191.10,192.45,360,10203,1947271.00,
500850,INDIAN HOTEL,A ,Q,153.40,153.40,151.00,151.65,151.70,152.70,245,21769,3305090.00,
500870,CASTROL     ,A ,Q,165.45,166.60,164.60,165.75,166.40,165.45,448,44500,7367903.00,
500875,ITC LTD.    ,A ,Q,294.95,297.25,293.00,296.30,296.30,294.00,6308,829068,244038928.00,
500877,APOLLO TYRES,A ,Q,215.90,216.15,212.80,213.75,213.75,215.55,570,62695,13433992.00,
500878,CEAT LIMITED,A ,Q,1100.00,1101.70,1074.40,1093.90,1101.20,1101.05,1584,49762,54056637.00,
500940,FINOLEX IND.,A ,Q,490.00,493.00,481.30,483.20,482.20,487.35,131,1455,707234.00,
501148,DALAL ST INV,X ,Q,365.65,365.65,358.50,365.65,365.65,358.50,33,354,129074.00,
501150,CENTRUM CAP ,A ,Q,34.00,34.00,33.65,33.75,33.75,33.95,19,4310,145524.00,
501179,OSCAR INV.  ,Z ,Q,8.90,8.90,8.90,8.90,8.90,9.36,4,10,89.00,
501242,TCI FINANCE ,B ,Q,12.41,15.15,12.41,15.00,15.15,15.26,66,1871,28107.00,
501261,KRATOSENER  ,XT,Q,239.70,239.70,239.70,239.70,239.70,235.00,1,1,239.00,
501298,INDUS.&PRUD.,X ,Q,1000.00,1000.00,985.00,985.00,985.00,1000.00,17,178,177167.00,
501301,TATA INVEST.,A ,Q,859.90,862.30,855.10,857.15,857.05,860.85,34,413,354234.00,
501314,GROMOTRADE  ,X ,Q,452.25,453.00,452.15,452.65,453.00,452.50,130,7433,3363411.00,
501343,MOTOR&GEN.FI,B ,Q,51.00,51.00,43.50,44.10,47.00,46.90,8,78,3484.00,
501370,WALCHAND PF ,X ,Q,92.00,92.00,91.50,91.65,91.65,91.50,5,60,5494.00,
501421,SOLIX TECHNO,XT,Q,129.60,129.60,129.60,129.60,129.60,123.50,1,10,1296.00,
501423,SHA ENG PLA ,X ,Q,774.95,794.50,730.00,784.60,780.00,756.65,142,3354,2591844.00,
501425,BOM.BURMAH  ,A ,Q,1282.95,1287.50,1270.15,1274.50,1274.00,1283.65,207,2045,2612812.00,
501455,GREAVES COTT,A ,Q,149.10,151.50,148.60,149.95,149.55,150.85,269,19104,2864547.00,
501700,INDIA NIVEH ,X ,Q,66.30,66.50,66.30,66.40,66.45,66.30,33,6720,446138.00,
501827,CENTRAL RLY ,XT,Q,336.00,336.00,336.00,336.00,336.00,352.00,2,3,1008.00,
501831,COAST CORP  ,X ,Q,353.00,364.00,345.00,353.30,353.00,352.70,146,28376,10021486.00,
501833,CHOWGULE ST ,XT,Q,8.24,8.24,8.24,8.24,8.24,8.67,1,100,824.00,
501848,GLOBAL OFFS ,B ,Q,11.31,11.97,10.57,10.90,10.81,11.52,61,9989,112529.00,
502015,ASIIL       ,X ,Q,14.55,14.55,13.90,14.42,14.45,14.70,53,12244,174705.00,
502090,SAGAR CEM.  ,B ,Q,615.00,629.80,611.00,624.00,624.00,630.00,8,29,18093.00,
502157,MANGALAM CEM,B ,Q,267.00,267.00,264.35,266.75,266.75,266.85,6,353,94163.00,
502175,SAURAS.CEM. ,X ,Q,48.95,49.50,48.30,49.20,49.40,48.20,72,8434,414227.00,
502180,SRI DIGV CEM,X ,Q,22.20,23.85,21.90,23.20,23.20,22.10,295,463710,10685894.00,
502219,BOROSIL GLAS,B ,Q,210.55,216.00,210.55,214.80,216.00,212.90,220,9980,2140579.00,
502281,TRIVENI GLAS,XT,Q,10.12,10.89,10.11,10.74,10.74,10.64,17,920,9330.00,
502330,IPAPPM      ,B ,Q,474.00,486.00,466.65,481.65,481.65,474.75,559,10712,5128941.00,
502355,BALKRISH IND,A ,Q,965.00,969.35,950.10,953.00,951.20,968.40,2701,59748,56972543.00,
502407,NATH PULP   ,X ,Q,63.00,63.00,63.00,63.00,63.00,63.75,2,17,1071.00,
502420,ORIENT PAPER,B ,Q,34.75,34.85,34.30,34.60,34.70,34.35,199,41223,1423417.00,
502445,CITADEL     ,X ,Q,17.70,19.50,17.35,18.15,17.35,19.00,54,9412,169217.00,
502448,ROLLATAINER ,T ,Q,2.38,2.38,2.19,2.25,2.25,2.30,7,1505,3318.00,
502450,SESHA.PAPER ,B ,Q,948.00,954.00,930.00,937.15,935.05,957.50,47,219,206638.00,
502460,SOLID CONT. ,XT,Q,14.52,14.52,14.52,14.52,14.52,14.24,1,5,72.00,
502587,RAMA PULP   ,X ,Q,65.95,69.00,64.40,66.55,66.90,64.35,46,2858,191963.00,
502589,VAPI PAPER  ,XT,Q,5.71,5.71,5.71,5.71,5.71,5.71,2,101,576.00,
502742,SINTEX IND. ,B ,Q,8.39,8.49,8.30,8.39,8.45,8.48,176,134675,1130636.00,
502820,DCM LTD.    ,B ,Q,59.10,60.00,57.80,57.90,57.80,58.45,29,1160,67790.00,
502865,FORBES & CO ,B ,Q,2429.85,2500.00,2380.00,2458.60,2458.60,2403.70,249,27189,65348336.00,
502873,H.P.COTTON  ,X ,Q,34.00,35.90,34.00,34.00,34.00,34.65,18,828,28863.00,
502901,JAMSHRI RANJ,X ,Q,2331.00,2331.00,2121.00,2134.00,2131.00,2220.00,94,524,1193605.00,
502933,KATARE SPG. ,XT,Q,9.40,9.40,9.40,9.40,9.40,9.60,1,200,1880.00,
502937,KESORAM IND ,B ,Q,69.05,70.30,69.00,69.40,69.30,69.55,111,9339,647420.00,
502958,LAKSHMI MILL,X ,Q,2645.00,2645.00,2551.00,2565.00,2565.00,2604.80,5,9,23472.00,
502986,VARDH TEXT  ,A ,Q,1127.05,1133.00,1119.50,1130.25,1133.00,1126.85,59,376,423119.00,
503031,PENLAND LTD ,B ,Q,8.99,9.07,8.82,8.86,8.86,8.81,69,34355,306951.00,
503092,PASUPATI SPG,X ,Q,20.40,21.40,20.40,21.35,21.35,20.40,3,52,1064.00,
503100,PHOENIX MILL,A ,Q,651.80,668.00,643.60,647.00,647.00,650.80,217,1409,925945.00,
503101,MARATHON NEX,B ,Q,146.25,149.00,143.20,146.95,149.00,146.20,14,176,25593.00,
503162,REL.CHEMOTX ,X ,Q,76.35,76.35,73.00,73.00,73.00,74.25,11,608,44925.00,
503169,RUBY MILLS  ,B ,Q,270.10,270.20,267.00,270.05,269.90,270.00,17,595,159732.00,
503310,SWAN ENG    ,A ,Q,110.25,111.05,108.50,110.55,110.75,110.85,331,137713,15117754.00,
503349,VICTORIA MIL,X ,Q,2447.95,2448.00,2350.00,2353.00,2353.00,2450.00,6,12,28702.00,
503637,DHANLEELA   ,X ,Q,31.00,31.00,31.00,31.00,31.00,31.60,1,4,124.00,
503657,VEER ENERGY ,X ,Q,10.66,10.77,10.42,10.70,10.73,10.68,54,8697,92396.00,
503659,SWIL        ,XT,Q,18.60,18.60,18.60,18.60,18.60,19.55,2,145,2697.00,
503663,TILAK       ,X ,Q,0.64,0.64,0.64,0.64,0.64,0.65,4,8100,5184.00,
503722,BANSW.SYNTEX,B ,Q,72.00,72.35,69.40,69.40,69.40,68.00,32,309,21712.00,
503804,SHRI DINESH ,X ,Q,121.05,126.90,121.05,125.25,126.90,123.75,5,333,40324.00,
503806,SRF LIMITED ,A ,Q,2445.00,2476.85,2445.00,2469.15,2465.05,2452.95,524,7978,19659674.00,
503811,SIYARAM SILK,B ,Q,430.80,436.50,425.55,433.00,433.00,429.35,42,335,144930.00,
503816,SWAD.POLYTEX,XT,Q,30.10,30.10,30.10,30.10,30.10,28.70,2,200,6020.00,
503831,FOMENTO HOTE,X ,Q,111.25,116.80,107.00,108.05,108.00,111.25,7,98,11067.00,
503960,BHARAT BIJLE,B ,Q,1075.00,1089.95,1067.15,1070.55,1071.00,1076.00,44,243,261136.00,
504000,ELPRO INTER ,X ,Q,49.50,49.50,49.00,49.00,49.00,49.50,28,3773,184948.00,
504008,EMCO LTD.   ,T ,Q,3.21,3.31,3.20,3.30,3.30,3.27,15,7072,23282.00,
504028,GEE LTD     ,X ,Q,33.85,33.85,31.35,32.50,32.50,32.25,12,650,20813.00,
504036,HIND.RECT   ,B ,Q,125.80,125.80,120.05,123.40,123.40,126.20,77,7652,944144.00,
504058,NIPPOBATRY  ,B ,Q,710.00,724.00,710.00,724.00,724.00,710.00,4,4,2869.00,
504067,ZENSAR TECH.,A ,Q,232.85,239.00,229.70,231.15,231.55,231.15,105,2890,670580.00,
504076,JYOTI LTD.  ,XT,Q,10.50,10.69,10.10,10.69,10.69,10.45,4,1002,10520.00,
504084,KAYCEE IND  ,X ,Q,3294.50,3294.50,3050.00,3050.00,3050.00,3139.00,2,2,6344.00,
504092,INDOKEM LTD.,X ,Q,11.50,11.75,11.00,11.74,11.73,11.32,10,1517,17150.00,
504093,PANA ENERG  ,X ,Q,203.95,203.95,198.10,201.90,201.90,200.85,30,1048,209823.00,
504112,NELCO LTD.  ,B ,Q,314.65,319.00,305.10,309.90,309.90,312.80,872,36538,11393780.00,
504132,PERM MAGNETS,X ,Q,158.50,163.70,158.30,161.25,161.25,160.35,29,1110,178381.00,
504176,HIGH ENERGY ,X ,Q,230.10,230.10,215.00,227.05,227.05,231.90,34,1226,278262.00,
504212,UNIV.CABLE  ,B ,Q,227.75,233.80,226.00,228.65,227.80,225.35,134,3280,753751.00,
504220,W.S.INDUSTR.,T ,Q,0.89,0.89,0.87,0.89,0.89,0.90,10,1740,1548.00,
504240,DELTON CABLE,XT,Q,17.50,18.00,17.50,18.00,18.00,18.05,2,175,3066.00,
504258,LAKSHMI ELEC,X ,Q,527.90,527.90,513.15,524.95,524.95,517.30,13,471,245462.00,
504269,KHAITAN ELEC,T ,Q,13.75,13.75,13.75,13.75,13.75,14.45,1,1000,13750.00,
504286,DELTA MAG   ,B ,Q,71.20,77.00,71.20,75.00,75.00,74.90,4,122,8830.00,
504335,PAZEL       ,XT,Q,1.37,1.37,1.33,1.35,1.35,1.37,22,114950,154984.00,
504340,CONFINT     ,X ,Q,0.51,0.51,0.50,0.50,0.50,0.50,8,30100,15051.00,
504341,RELTD       ,X ,Q,42.00,42.00,41.50,42.00,42.00,40.10,6,404,16866.00,
504351,EMPOWER     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,517001,98230.00,
504378,NYSSACORP   ,X ,Q,0.97,0.97,0.97,0.97,0.97,0.93,17,10001,9700.00,
504605,UNI ABEX    ,X ,Q,501.60,501.60,455.00,455.00,455.00,477.75,3,90,43281.00,
504614,SARDA ENMIN ,B ,Q,301.35,303.80,299.90,300.85,300.00,301.50,125,2982,897368.00,
504646,BHAGWATI AUT,X ,Q,145.00,145.00,145.00,145.00,145.00,141.65,2,19,2755.00,
504741,IND.HUME PIP,B ,Q,293.55,293.55,288.00,289.25,289.00,291.85,41,908,263333.00,
504786,INVEST &PREC,X ,Q,275.55,277.75,272.00,272.20,272.20,278.50,10,237,64783.00,
504840,KAIRA CAN CO,X ,Q,1000.00,1019.00,1000.00,1019.00,1019.00,1020.00,4,35,35285.00,
504879,ORIENT ABRAS,B ,Q,26.10,26.60,25.60,25.70,25.70,26.40,28,3553,92224.00,
504918,SANDUR MANG.,X ,Q,955.00,965.00,950.00,952.00,957.90,958.55,71,1347,1287316.00,
504959,STOVAC IND. ,X ,Q,2412.00,2463.00,2412.00,2434.60,2445.00,2390.20,30,379,925665.00,
504961,TATA YODOGAW,XT,Q,44.50,45.95,44.00,44.75,44.00,44.95,39,3954,177354.00,
504966,TINPLATE    ,B ,Q,160.10,160.40,157.40,159.15,159.15,159.30,625,52196,8282633.00,
504973,CHOLAHLDNG  ,A ,Q,485.00,494.95,478.00,480.50,482.00,482.70,21,50023,24261149.00,
505010,AUTO AXLES  ,B ,Q,1215.00,1216.70,1208.00,1210.90,1208.00,1216.35,25,141,170966.00,
505029,ATLAS CYCLES,T ,Q,74.00,75.00,71.95,72.10,72.10,75.00,41,1423,103202.00,
505036,AUTO COR.GOA,X ,Q,580.00,584.95,572.25,578.75,578.75,580.00,52,838,483486.00,
505075,SETCO AUTO  ,B ,Q,32.60,32.85,31.80,31.95,31.80,32.60,110,16939,544323.00,
505141,SCOOTERS IND,T ,Q,32.30,33.90,32.30,32.55,32.55,33.90,5,291,9524.00,
505160,TALBROS AUTO,B ,Q,200.00,200.00,198.00,198.95,199.00,198.10,8,114,22608.00,
505163,ZF STEERING ,X ,Q,743.00,749.80,730.00,742.35,745.00,743.70,94,4045,2973949.00,
505192,SMLISUZU    ,B ,Q,795.05,800.30,783.00,794.05,800.00,800.85,62,488,386225.00,
505196,TIL LTD.    ,B ,Q,254.05,274.30,253.00,264.80,264.50,257.05,146,1745,459176.00,
505200,EICHER MOTOR,A ,Q,20919.95,21077.00,20824.85,20978.40,20935.05,20971.30,782,1688,35378989.00,
505216,ALFRED HERB ,X ,Q,650.00,650.00,640.00,640.00,640.00,664.85,2,25,16050.00,
505230,CIMMCO      ,B ,Q,33.55,34.00,33.20,33.60,33.35,35.35,15,547,18347.00,
505232,VELJAN      ,X ,Q,795.00,825.00,789.00,820.00,820.00,830.00,34,404,325956.00,
505250,G.G.DANDEKAR,X ,Q,62.00,62.00,58.80,58.80,58.80,59.60,3,27,1595.00,
505255,GMM PFAUDLER,B ,Q,1190.10,1195.25,1190.05,1195.25,1195.25,1190.05,7,128,152447.00,
505283,KIRLOSAR PN ,B ,Q,190.00,190.00,185.50,186.95,187.00,185.05,30,464,86600.00,
505299,KULK-POWER  ,X ,Q,61.30,64.30,60.10,64.00,64.00,62.00,16,520,32429.00,
505302,LAXMI AUTOLM,X ,Q,41.60,42.00,41.10,41.35,41.55,43.25,27,3047,125692.00,
505324,MANUGRAPH IN,B ,Q,27.80,27.90,26.85,27.20,26.85,28.00,19,1167,31971.00,
505343,MONOTYPE IND,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
505355,NESCO LTD   ,B ,Q,469.00,469.50,463.05,465.80,463.10,469.55,28,1658,774847.00,
505358,INTEGRA ENG ,X ,Q,56.10,56.85,54.00,54.20,54.15,53.95,52,14135,769691.00,
505400,TEXINFRA    ,B ,Q,55.00,55.20,54.85,55.20,55.15,55.10,8,513,28253.00,
505412,WENDT(INDIA),B ,Q,2922.05,3007.90,2922.05,3005.00,3005.00,2928.50,6,7,20877.00,
505509,RESPON IND  ,B ,Q,93.00,93.00,88.05,89.50,88.50,90.25,64,11348,1018439.00,
505515,SHYAMKAM INV,XT,Q,10.09,10.49,10.09,10.09,10.09,10.29,4,56,567.00,
505523,MAHA CORP   ,X ,Q,0.34,0.34,0.34,0.34,0.34,0.34,2,10000,3400.00,
505526,DOLAT INV.  ,X ,Q,61.65,62.40,61.35,61.70,61.70,61.65,138,42944,2652255.00,
505533,WESTLIFE DEV,A ,Q,414.65,419.85,407.00,415.40,415.40,413.60,603,17031,7017787.00,
505537,ZEE ENTER   ,A ,Q,412.95,415.55,406.00,410.35,410.35,411.60,3690,247741,101616720.00,
505590,SVPGLOB     ,X ,Q,395.00,395.00,378.00,383.10,383.00,374.30,44,4063,1550725.00,
505650,SKYL MILLAR ,X ,Q,2.39,2.39,2.39,2.39,2.39,2.28,1,2,4.00,
505681,BIMETAL BEAR,X ,Q,485.95,485.95,465.00,465.00,465.00,474.70,22,152,71239.00,
505688,BHARAT GEARS,B ,Q,160.20,160.20,151.00,152.80,152.50,153.90,33,610,93291.00,
505700,ELECON ENG  ,B ,Q,61.45,61.45,60.00,60.40,60.30,60.75,65,4029,244270.00,
505710,GRAUER& WEIL,B ,Q,50.45,51.00,49.65,49.95,49.95,49.95,222,165115,8343270.00,
505711,GAJRA BEVEL ,XT,Q,0.72,0.72,0.72,0.72,0.72,0.70,4,5000,3600.00,
505712,HIMTEK      ,X ,Q,134.95,134.95,130.00,130.00,130.00,132.55,13,556,72584.00,
505714,GABRIEL(I)  ,B ,Q,152.00,152.00,150.85,151.35,151.75,150.40,51,1367,206844.00,
505720,HERC.HOISTS ,B ,Q,114.00,117.90,114.00,116.75,117.90,115.00,22,879,101929.00,
505725,HIND.EVEREST,X ,Q,54.00,54.00,54.00,54.00,54.00,54.15,1,70,3780.00,
505726,IFB IND.LTD.,B ,Q,878.50,878.50,866.10,874.85,874.85,877.45,19,71,62141.00,
505729,SINGER INDIA,X ,Q,48.05,49.70,47.65,47.75,47.65,48.05,139,41066,1999385.00,
505737,INTER.COMBUS,X ,Q,238.50,255.00,238.50,253.45,250.00,243.20,31,324,81630.00,
505744,FED MOG GOE ,B ,Q,588.00,592.45,575.00,578.25,578.25,579.45,212,1711,997119.00,
505750,JOSTS ENG.  ,X ,Q,690.00,690.00,690.00,690.00,690.00,652.00,4,43,29670.00,
505790,SCHAEFFLER  ,A ,Q,5438.65,5439.00,5399.50,5401.90,5408.10,5456.85,35,113,611868.00,
505800,RANE HOLDIN ,B ,Q,1171.10,1177.00,1171.10,1175.30,1171.10,1180.00,4,14,16450.00,
505827,SNL BEARINGS,X ,Q,305.00,313.65,303.00,303.45,303.00,305.00,11,269,82505.00,
505840,JAIPAN INDUS,X ,Q,17.80,17.80,17.80,17.80,17.80,16.85,1,4,71.00,
505850,MANCREDIT   ,X ,Q,61.90,61.90,58.20,60.90,61.00,60.35,117,12148,741783.00,
505854,TRF LTD.    ,B ,Q,133.80,133.80,130.80,131.45,131.75,130.30,59,1530,201158.00,
505872,WPIL LTD.   ,X ,Q,839.00,843.40,825.00,830.00,832.00,836.70,92,2482,2060501.00,
505890,KENNAMETAL  ,B ,Q,1159.00,1190.00,1151.15,1171.40,1171.40,1149.30,681,10923,12840414.00,
505978,TRITON VALVE,X ,Q,996.05,1075.00,996.05,1055.35,1069.00,1014.50,40,444,453726.00,
506022,PRAKASH IND.,B ,Q,87.30,88.35,86.50,87.55,87.55,87.35,572,45657,3992459.00,
506027,BHORUKA ALU.,X ,Q,0.59,0.59,0.59,0.59,0.59,0.57,1,50,29.00,
506074,ARSHIYA     ,B ,Q,33.25,35.10,32.65,33.30,33.30,33.60,313,14600,492276.00,
506076,GRIND NORTON,A ,Q,587.25,605.70,586.80,594.40,599.40,585.85,113,3055,1834137.00,
506079,LAKSHMI PREC,Z ,Q,14.90,14.90,13.52,14.90,14.90,14.23,14,1565,21459.00,
506105,STANROSE MAF,X ,Q,99.00,99.80,95.00,99.45,99.75,98.00,9,111,10758.00,
506109,GENESYS INT.,B ,Q,99.95,109.40,99.95,108.10,108.10,99.40,599,27864,2929116.00,
506122,PANKAJPIYUS ,X ,Q,46.90,46.90,43.55,46.25,46.25,45.75,5,157,6863.00,
506134,INTELL CAP  ,XT,Q,2.90,3.00,2.90,3.00,3.00,2.95,5,40645,117880.00,
506142,VYAPAR INDS ,X ,Q,29.40,29.40,28.50,28.60,28.60,28.00,5,229,6673.00,
506146,VISAGAR POL ,B ,Q,0.55,0.56,0.54,0.56,0.56,0.55,21,56385,30988.00,
506186,GCKL        ,XT,Q,39.00,39.00,37.05,39.00,39.00,39.00,4,400,15405.00,
506194,ARIH SUPER  ,T ,Q,54.85,56.95,53.25,54.25,56.95,55.15,8,4238,232310.00,
506197,BLISSGVS PH ,B ,Q,177.95,177.95,176.10,177.05,176.10,175.75,188,204565,36266010.00,
506222,INEOSSTYRO  ,B ,Q,526.80,534.15,522.50,530.10,522.50,527.25,31,270,143120.00,
506235,ALEMBIC LTD.,B ,Q,43.00,43.00,42.55,42.60,42.70,42.75,66,5823,248647.00,
506248,AMINES&PLAST,X ,Q,33.40,33.40,32.10,32.75,32.20,32.50,22,2163,70869.00,
506260,ANUH PHARMA ,X ,Q,135.00,135.00,132.40,132.95,133.00,133.00,51,4173,556423.00,
506261,MODISON MET.,X ,Q,47.05,48.45,46.50,47.40,48.00,48.15,21,3945,186709.00,
506285,BAYER CROP  ,A ,Q,4237.40,4263.15,4177.25,4245.85,4260.00,4235.15,82,353,1493029.00,
506390,CLARI CHEM  ,B ,Q,345.10,347.80,342.40,346.80,347.00,346.05,81,1580,546850.00,
506395,COROM INTER ,A ,Q,427.85,441.00,427.85,435.90,435.90,427.80,494,8595,3740714.00,
506401,DEEPAK NITR.,A ,Q,270.00,272.00,266.75,268.10,267.20,270.00,237,7664,2060051.00,
506405,DHARAMSI CHM,X ,Q,144.10,146.50,142.60,145.45,146.50,147.90,42,4273,619687.00,
506414,DIL LTD     ,X ,Q,785.50,790.00,750.00,759.95,759.95,771.50,189,7103,5467561.00,
506480,GOCLCORP    ,B ,Q,333.65,342.00,324.00,337.20,332.00,334.70,51,429,144597.00,
506520,JAYSHRI CHEM,X ,Q,6.84,7.00,6.61,6.72,6.70,6.91,29,4324,29453.00,
506522,JL MORISON  ,X ,Q,1383.00,1383.00,1383.00,1383.00,1383.00,1382.60,1,1,1383.00,
506525,KANORIA CHEM,B ,Q,62.30,62.30,62.10,62.10,62.10,63.50,4,100,6217.00,
506528,KELTECH EN. ,X ,Q,776.05,819.70,772.00,772.35,772.00,794.55,16,103,80244.00,
506532,NITTA GELA  ,X ,Q,123.15,128.95,123.15,128.95,128.95,125.10,5,100,12778.00,
506579,ORIENT.CARB.,B ,Q,1140.00,1140.00,1126.05,1135.60,1135.00,1138.95,51,367,417568.00,
506590,PHIL.CARBON ,A ,Q,172.40,172.50,169.00,170.45,170.45,172.20,1446,116097,19829728.00,
506597,AMAL PRODUCT,X ,Q,103.00,109.95,103.00,106.50,106.80,103.55,12,596,61664.00,
506605,POLYCHEM    ,X ,Q,321.10,339.00,321.10,339.00,339.00,327.00,4,17,5740.00,
506618,PUN.CHEM    ,B ,Q,720.05,721.00,710.00,710.85,711.15,727.80,24,99,70691.00,
506642,SADHANA NITR,X ,Q,305.75,310.00,299.65,301.00,301.00,305.75,373,14833,4486511.00,
506655,SUDARSH.CHEM,A ,Q,361.70,367.15,359.05,364.95,365.00,356.75,150,3964,1436133.00,
506685,ULTRAMARINE ,X ,Q,255.30,255.30,248.00,249.40,249.40,254.55,129,5422,1363421.00,
506687,TRANSPEK    ,X ,Q,1565.00,1580.00,1548.00,1579.95,1580.00,1557.60,66,581,907022.00,
506690,UNICHEM LAB ,B ,Q,195.55,196.80,194.25,194.50,194.55,196.75,53,2187,427272.00,
506734,MYS PETRO   ,X ,Q,70.95,70.95,69.20,70.15,69.25,70.95,10,241,16825.00,
506767,ALKYL AMINES,B ,Q,829.00,855.85,829.00,851.70,840.05,828.75,24,143,121087.00,
506808,TUTICORIN.  ,XT,Q,4.93,4.93,4.93,4.93,4.93,4.70,1,900,4437.00,
506820,ASTRAZEN.PH.,A ,Q,2024.00,2085.00,2001.10,2057.05,2057.05,2011.70,290,3048,6210493.00,
506852,PUN.ALKALI  ,X ,Q,61.50,61.90,59.00,61.10,61.10,60.70,51,54883,3348347.00,
506854,TANFAC IND. ,X ,Q,224.10,229.95,224.10,225.40,225.10,226.15,43,2171,492111.00,
506858,GUJ.PETRO   ,XT,Q,25.30,26.55,24.10,25.00,26.55,25.30,8,339,8310.00,
506863,SWADESHI IND,X ,Q,1.75,1.75,1.75,1.75,1.75,1.94,1,998,1746.00,
506879,GUJ.THEMIS. ,XT,Q,37.10,37.10,36.50,36.50,36.50,38.20,19,4169,153770.00,
506906,SCBL        ,X ,Q,7.20,7.89,7.00,7.57,7.89,7.18,231,108534,806888.00,
506910,JAYSN DYEST ,X ,Q,61.15,67.20,61.15,61.20,61.20,64.35,10,349,21439.00,
506919,MAKERS LAB. ,X ,Q,58.55,58.55,56.70,56.80,56.70,59.00,27,2430,140015.00,
506943,J.B.CHEMICAL,B ,Q,346.75,351.55,344.95,347.95,347.95,349.50,221,3911,1361931.00,
506981,BL.CHIP TEX ,X ,Q,100.50,106.35,99.10,105.00,105.00,106.40,18,635,66218.00,
507155,JAGATJIT IND,XT,Q,41.20,41.90,41.20,41.25,41.25,40.00,10,451,18717.00,
507180,KESAR ENT.  ,B ,Q,30.00,33.60,29.15,30.40,29.75,29.45,5,556,18490.00,
507205,TILAKNAG IND,B ,Q,14.03,14.50,14.03,14.14,14.14,14.11,6,665,9408.00,
507265,EMERALL     ,XT,Q,109.40,109.40,109.40,109.40,109.40,104.20,2,300,32820.00,
507315,SAKTHI SUGAR,T ,Q,11.07,11.95,11.01,11.01,11.01,11.50,10,3879,43780.00,
507410,WALCHANDNGR ,B ,Q,88.90,89.25,87.40,87.90,87.90,88.45,253,17122,1508027.00,
507435,KHOD.INDIA  ,XT,Q,64.30,64.30,64.30,64.30,64.30,66.05,2,30,1929.00,
507438,IFB AGRO    ,B ,Q,462.55,477.00,462.55,472.15,472.65,474.30,19,100,47002.00,
507450,THIRU A.SUG.,B ,Q,16.85,16.90,15.95,16.15,16.15,16.70,20,3426,56133.00,
507474,KOTHARI FERM,X ,Q,68.50,68.50,65.50,66.25,66.25,66.50,9,500,33090.00,
507486,CAPROLA.CHEM,XT,Q,9.50,9.50,9.50,9.50,9.50,9.50,2,2,19.00,
507488,G.M.BREWERI ,B ,Q,584.35,593.00,584.35,588.60,586.10,584.25,140,1832,1079158.00,
507490,RANA SUGARS ,B ,Q,3.53,3.59,3.51,3.51,3.51,3.58,19,6832,24084.00,
507498,PICCADILY SU,X ,Q,6.58,6.58,6.58,6.58,6.58,7.00,1,438,2882.00,
507514,SOM DISTILL.,B ,Q,164.35,166.45,162.70,164.05,165.60,165.10,32,672,110186.00,
507525,AMRIT CORP  ,X ,Q,735.00,735.00,735.00,735.00,735.00,745.00,1,8,5880.00,
507526,ASSO.ALCOHOL,X ,Q,248.05,253.00,246.00,247.45,248.90,248.35,238,10940,2715474.00,
507552,FOODS & INNS,X ,Q,183.05,187.00,180.00,185.95,185.95,181.10,301,812691,149591406.00,
507580,IVP LIMITED ,T ,Q,125.00,125.00,125.00,125.00,125.00,123.00,1,6,750.00,
507598,KLRFM       ,X ,Q,38.15,40.00,38.15,39.80,40.00,38.65,4,66,2612.00,
507621,MILKFOOD    ,X ,Q,316.85,316.85,303.00,308.40,312.00,309.90,22,423,130233.00,
507645,POLSON LTD. ,X ,Q,10850.00,11099.00,10720.00,10753.35,10755.00,10800.00,13,14,151768.00,
507685,WIPRO LTD.  ,A ,Q,283.50,284.55,280.25,281.30,281.30,281.00,7813,685544,193687321.00,
507690,ORIENT BEVER,X ,Q,82.15,84.00,82.15,82.50,82.50,84.00,3,34,2805.00,
507717,DHAN AGRI   ,B ,Q,389.40,390.45,388.25,388.45,388.25,391.60,10,97,37746.00,
507747,TTK HEALTHCA,B ,Q,692.00,692.00,680.00,680.55,681.00,690.00,4,60,40822.00,
